left,center,right,mask,steering
driving_model/sim_data/RGB\left_00157.png,driving_model/sim_data/RGB\center_00157.png,driving_model/sim_data/RGB\right_00157.png,driving_model/sim_data/masks\00157.png,0.47007107734680176
driving_model/sim_data/RGB\left_00158.png,driving_model/sim_data/RGB\center_00158.png,driving_model/sim_data/RGB\right_00158.png,driving_model/sim_data/masks\00158.png,0.40553590655326843
driving_model/sim_data/RGB\left_00159.png,driving_model/sim_data/RGB\center_00159.png,driving_model/sim_data/RGB\right_00159.png,driving_model/sim_data/masks\00159.png,0.48228734731674194
driving_model/sim_data/RGB\left_00160.png,driving_model/sim_data/RGB\center_00160.png,driving_model/sim_data/RGB\right_00160.png,driving_model/sim_data/masks\00160.png,0.5194441676139832
driving_model/sim_data/RGB\left_00161.png,driving_model/sim_data/RGB\center_00161.png,driving_model/sim_data/RGB\right_00161.png,driving_model/sim_data/masks\00161.png,0.5433043241500854
driving_model/sim_data/RGB\left_00162.png,driving_model/sim_data/RGB\center_00162.png,driving_model/sim_data/RGB\right_00162.png,driving_model/sim_data/masks\00162.png,0.46885451674461365
driving_model/sim_data/RGB\left_00163.png,driving_model/sim_data/RGB\center_00163.png,driving_model/sim_data/RGB\right_00163.png,driving_model/sim_data/masks\00163.png,0.4227242171764374
driving_model/sim_data/RGB\left_00164.png,driving_model/sim_data/RGB\center_00164.png,driving_model/sim_data/RGB\right_00164.png,driving_model/sim_data/masks\00164.png,0.4767704904079437
driving_model/sim_data/RGB\left_00165.png,driving_model/sim_data/RGB\center_00165.png,driving_model/sim_data/RGB\right_00165.png,driving_model/sim_data/masks\00165.png,0.49866965413093567
driving_model/sim_data/RGB\left_00166.png,driving_model/sim_data/RGB\center_00166.png,driving_model/sim_data/RGB\right_00166.png,driving_model/sim_data/masks\00166.png,0.4304603934288025
driving_model/sim_data/RGB\left_00167.png,driving_model/sim_data/RGB\center_00167.png,driving_model/sim_data/RGB\right_00167.png,driving_model/sim_data/masks\00167.png,0.47311070561408997
driving_model/sim_data/RGB\left_00168.png,driving_model/sim_data/RGB\center_00168.png,driving_model/sim_data/RGB\right_00168.png,driving_model/sim_data/masks\00168.png,0.6231107115745544
driving_model/sim_data/RGB\left_00169.png,driving_model/sim_data/RGB\center_00169.png,driving_model/sim_data/RGB\right_00169.png,driving_model/sim_data/masks\00169.png,0.5539769530296326
driving_model/sim_data/RGB\left_00170.png,driving_model/sim_data/RGB\center_00170.png,driving_model/sim_data/RGB\right_00170.png,driving_model/sim_data/masks\00170.png,0.484162300825119
driving_model/sim_data/RGB\left_00171.png,driving_model/sim_data/RGB\center_00171.png,driving_model/sim_data/RGB\right_00171.png,driving_model/sim_data/masks\00171.png,0.4154312014579773
driving_model/sim_data/RGB\left_00172.png,driving_model/sim_data/RGB\center_00172.png,driving_model/sim_data/RGB\right_00172.png,driving_model/sim_data/masks\00172.png,0.3537793755531311
driving_model/sim_data/RGB\left_00173.png,driving_model/sim_data/RGB\center_00173.png,driving_model/sim_data/RGB\right_00173.png,driving_model/sim_data/masks\00173.png,0.2993297576904297
driving_model/sim_data/RGB\left_00174.png,driving_model/sim_data/RGB\center_00174.png,driving_model/sim_data/RGB\right_00174.png,driving_model/sim_data/masks\00174.png,0.2529343068599701
driving_model/sim_data/RGB\left_00175.png,driving_model/sim_data/RGB\center_00175.png,driving_model/sim_data/RGB\right_00175.png,driving_model/sim_data/masks\00175.png,0.213148832321167
driving_model/sim_data/RGB\left_00176.png,driving_model/sim_data/RGB\center_00176.png,driving_model/sim_data/RGB\right_00176.png,driving_model/sim_data/masks\00176.png,0.1856127679347992
driving_model/sim_data/RGB\left_00177.png,driving_model/sim_data/RGB\center_00177.png,driving_model/sim_data/RGB\right_00177.png,driving_model/sim_data/masks\00177.png,0.1495605856180191
driving_model/sim_data/RGB\left_00178.png,driving_model/sim_data/RGB\center_00178.png,driving_model/sim_data/RGB\right_00178.png,driving_model/sim_data/masks\00178.png,0.12234047800302505
driving_model/sim_data/RGB\left_00179.png,driving_model/sim_data/RGB\center_00179.png,driving_model/sim_data/RGB\right_00179.png,driving_model/sim_data/masks\00179.png,0.0998837873339653
driving_model/sim_data/RGB\left_00180.png,driving_model/sim_data/RGB\center_00180.png,driving_model/sim_data/RGB\right_00180.png,driving_model/sim_data/masks\00180.png,0.08160915225744247
driving_model/sim_data/RGB\left_00181.png,driving_model/sim_data/RGB\center_00181.png,driving_model/sim_data/RGB\right_00181.png,driving_model/sim_data/masks\00181.png,0.06661231070756912
driving_model/sim_data/RGB\left_00182.png,driving_model/sim_data/RGB\center_00182.png,driving_model/sim_data/RGB\right_00182.png,driving_model/sim_data/masks\00182.png,0.05450112372636795
driving_model/sim_data/RGB\left_00183.png,driving_model/sim_data/RGB\center_00183.png,driving_model/sim_data/RGB\right_00183.png,driving_model/sim_data/masks\00183.png,0.03940972685813904
driving_model/sim_data/RGB\left_00184.png,driving_model/sim_data/RGB\center_00184.png,driving_model/sim_data/RGB\right_00184.png,driving_model/sim_data/masks\00184.png,0.0313706174492836
driving_model/sim_data/RGB\left_00185.png,driving_model/sim_data/RGB\center_00185.png,driving_model/sim_data/RGB\right_00185.png,driving_model/sim_data/masks\00185.png,0.02479066140949726
driving_model/sim_data/RGB\left_00186.png,driving_model/sim_data/RGB\center_00186.png,driving_model/sim_data/RGB\right_00186.png,driving_model/sim_data/masks\00186.png,0.019479647278785706
driving_model/sim_data/RGB\left_00187.png,driving_model/sim_data/RGB\center_00187.png,driving_model/sim_data/RGB\right_00187.png,driving_model/sim_data/masks\00187.png,0.01511565875262022
driving_model/sim_data/RGB\left_00188.png,driving_model/sim_data/RGB\center_00188.png,driving_model/sim_data/RGB\right_00188.png,driving_model/sim_data/masks\00188.png,0.011611166410148144
driving_model/sim_data/RGB\left_00189.png,driving_model/sim_data/RGB\center_00189.png,driving_model/sim_data/RGB\right_00189.png,driving_model/sim_data/masks\00189.png,0.008754000067710876
driving_model/sim_data/RGB\left_00190.png,driving_model/sim_data/RGB\center_00190.png,driving_model/sim_data/RGB\right_00190.png,driving_model/sim_data/masks\00190.png,-0.010361814871430397
driving_model/sim_data/RGB\left_00191.png,driving_model/sim_data/RGB\center_00191.png,driving_model/sim_data/RGB\right_00191.png,driving_model/sim_data/masks\00191.png,-0.006482316181063652
driving_model/sim_data/RGB\left_00192.png,driving_model/sim_data/RGB\center_00192.png,driving_model/sim_data/RGB\right_00192.png,driving_model/sim_data/masks\00192.png,-0.006491851527243853
driving_model/sim_data/RGB\left_00193.png,driving_model/sim_data/RGB\center_00193.png,driving_model/sim_data/RGB\right_00193.png,driving_model/sim_data/masks\00193.png,-0.00644373195245862
driving_model/sim_data/RGB\left_00194.png,driving_model/sim_data/RGB\center_00194.png,driving_model/sim_data/RGB\right_00194.png,driving_model/sim_data/masks\00194.png,-0.0011315717129036784
driving_model/sim_data/RGB\left_00195.png,driving_model/sim_data/RGB\center_00195.png,driving_model/sim_data/RGB\right_00195.png,driving_model/sim_data/masks\00195.png,-0.0009114888962358236
driving_model/sim_data/RGB\left_00196.png,driving_model/sim_data/RGB\center_00196.png,driving_model/sim_data/RGB\right_00196.png,driving_model/sim_data/masks\00196.png,-0.0008381697698496282
driving_model/sim_data/RGB\left_00197.png,driving_model/sim_data/RGB\center_00197.png,driving_model/sim_data/RGB\right_00197.png,driving_model/sim_data/masks\00197.png,-0.00026409426936879754
driving_model/sim_data/RGB\left_00198.png,driving_model/sim_data/RGB\center_00198.png,driving_model/sim_data/RGB\right_00198.png,driving_model/sim_data/masks\00198.png,-0.0006948008667677641
driving_model/sim_data/RGB\left_00199.png,driving_model/sim_data/RGB\center_00199.png,driving_model/sim_data/RGB\right_00199.png,driving_model/sim_data/masks\00199.png,-0.0006220098002813756
driving_model/sim_data/RGB\left_00200.png,driving_model/sim_data/RGB\center_00200.png,driving_model/sim_data/RGB\right_00200.png,driving_model/sim_data/masks\00200.png,0.0002485241857357323
driving_model/sim_data/RGB\left_00201.png,driving_model/sim_data/RGB\center_00201.png,driving_model/sim_data/RGB\right_00201.png,driving_model/sim_data/masks\00201.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_00202.png,driving_model/sim_data/RGB\center_00202.png,driving_model/sim_data/RGB\right_00202.png,driving_model/sim_data/masks\00202.png,-0.008059912361204624
driving_model/sim_data/RGB\left_00203.png,driving_model/sim_data/RGB\center_00203.png,driving_model/sim_data/RGB\right_00203.png,driving_model/sim_data/masks\00203.png,-0.005237994249910116
driving_model/sim_data/RGB\left_00204.png,driving_model/sim_data/RGB\center_00204.png,driving_model/sim_data/RGB\right_00204.png,driving_model/sim_data/masks\00204.png,-0.004347898066043854
driving_model/sim_data/RGB\left_00205.png,driving_model/sim_data/RGB\center_00205.png,driving_model/sim_data/RGB\right_00205.png,driving_model/sim_data/masks\00205.png,-0.0035417380277067423
driving_model/sim_data/RGB\left_00206.png,driving_model/sim_data/RGB\center_00206.png,driving_model/sim_data/RGB\right_00206.png,driving_model/sim_data/masks\00206.png,-0.002853929763659835
driving_model/sim_data/RGB\left_00207.png,driving_model/sim_data/RGB\center_00207.png,driving_model/sim_data/RGB\right_00207.png,driving_model/sim_data/masks\00207.png,-0.00238671968691051
driving_model/sim_data/RGB\left_00208.png,driving_model/sim_data/RGB\center_00208.png,driving_model/sim_data/RGB\right_00208.png,driving_model/sim_data/masks\00208.png,-0.00197596731595695
driving_model/sim_data/RGB\left_00209.png,driving_model/sim_data/RGB\center_00209.png,driving_model/sim_data/RGB\right_00209.png,driving_model/sim_data/masks\00209.png,-0.0016013290733098984
driving_model/sim_data/RGB\left_00210.png,driving_model/sim_data/RGB\center_00210.png,driving_model/sim_data/RGB\right_00210.png,driving_model/sim_data/masks\00210.png,-0.0010381353786215186
driving_model/sim_data/RGB\left_00211.png,driving_model/sim_data/RGB\center_00211.png,driving_model/sim_data/RGB\right_00211.png,driving_model/sim_data/masks\00211.png,-0.0008793866727501154
driving_model/sim_data/RGB\left_00212.png,driving_model/sim_data/RGB\center_00212.png,driving_model/sim_data/RGB\right_00212.png,driving_model/sim_data/masks\00212.png,-0.0011148579651489854
driving_model/sim_data/RGB\left_00213.png,driving_model/sim_data/RGB\center_00213.png,driving_model/sim_data/RGB\right_00213.png,driving_model/sim_data/masks\00213.png,-0.0006357255624607205
driving_model/sim_data/RGB\left_00214.png,driving_model/sim_data/RGB\center_00214.png,driving_model/sim_data/RGB\right_00214.png,driving_model/sim_data/masks\00214.png,-0.0005661552422679961
driving_model/sim_data/RGB\left_00215.png,driving_model/sim_data/RGB\center_00215.png,driving_model/sim_data/RGB\right_00215.png,driving_model/sim_data/masks\00215.png,-0.003834643168374896
driving_model/sim_data/RGB\left_00216.png,driving_model/sim_data/RGB\center_00216.png,driving_model/sim_data/RGB\right_00216.png,driving_model/sim_data/masks\00216.png,-0.0025786268524825573
driving_model/sim_data/RGB\left_00217.png,driving_model/sim_data/RGB\center_00217.png,driving_model/sim_data/RGB\right_00217.png,driving_model/sim_data/masks\00217.png,-0.00212960341013968
driving_model/sim_data/RGB\left_00218.png,driving_model/sim_data/RGB\center_00218.png,driving_model/sim_data/RGB\right_00218.png,driving_model/sim_data/masks\00218.png,-0.0017700298922136426
driving_model/sim_data/RGB\left_00219.png,driving_model/sim_data/RGB\center_00219.png,driving_model/sim_data/RGB\right_00219.png,driving_model/sim_data/masks\00219.png,-0.0014534322544932365
driving_model/sim_data/RGB\left_00220.png,driving_model/sim_data/RGB\center_00220.png,driving_model/sim_data/RGB\right_00220.png,driving_model/sim_data/masks\00220.png,-0.0011074531357735395
driving_model/sim_data/RGB\left_00221.png,driving_model/sim_data/RGB\center_00221.png,driving_model/sim_data/RGB\right_00221.png,driving_model/sim_data/masks\00221.png,-0.0007340727024711668
driving_model/sim_data/RGB\left_00222.png,driving_model/sim_data/RGB\center_00222.png,driving_model/sim_data/RGB\right_00222.png,driving_model/sim_data/masks\00222.png,-0.0007147158030420542
driving_model/sim_data/RGB\left_00223.png,driving_model/sim_data/RGB\center_00223.png,driving_model/sim_data/RGB\right_00223.png,driving_model/sim_data/masks\00223.png,-0.0005661552422679961
driving_model/sim_data/RGB\left_00224.png,driving_model/sim_data/RGB\center_00224.png,driving_model/sim_data/RGB\right_00224.png,driving_model/sim_data/masks\00224.png,-0.0006220098002813756
driving_model/sim_data/RGB\left_00225.png,driving_model/sim_data/RGB\center_00225.png,driving_model/sim_data/RGB\right_00225.png,driving_model/sim_data/masks\00225.png,-0.0006220098002813756
driving_model/sim_data/RGB\left_00226.png,driving_model/sim_data/RGB\center_00226.png,driving_model/sim_data/RGB\right_00226.png,driving_model/sim_data/masks\00226.png,-0.0003670363512355834
driving_model/sim_data/RGB\left_00227.png,driving_model/sim_data/RGB\center_00227.png,driving_model/sim_data/RGB\right_00227.png,driving_model/sim_data/masks\00227.png,-0.0014528869651257992
driving_model/sim_data/RGB\left_00228.png,driving_model/sim_data/RGB\center_00228.png,driving_model/sim_data/RGB\right_00228.png,driving_model/sim_data/masks\00228.png,-0.0011636738199740648
driving_model/sim_data/RGB\left_00229.png,driving_model/sim_data/RGB\center_00229.png,driving_model/sim_data/RGB\right_00229.png,driving_model/sim_data/masks\00229.png,-0.0009114888962358236
driving_model/sim_data/RGB\left_00230.png,driving_model/sim_data/RGB\center_00230.png,driving_model/sim_data/RGB\right_00230.png,driving_model/sim_data/masks\00230.png,-0.00022260929108597338
driving_model/sim_data/RGB\left_00231.png,driving_model/sim_data/RGB\center_00231.png,driving_model/sim_data/RGB\right_00231.png,driving_model/sim_data/masks\00231.png,-0.0010553877800703049
driving_model/sim_data/RGB\left_00232.png,driving_model/sim_data/RGB\center_00232.png,driving_model/sim_data/RGB\right_00232.png,driving_model/sim_data/masks\00232.png,-0.0005190677475184202
driving_model/sim_data/RGB\left_00233.png,driving_model/sim_data/RGB\center_00233.png,driving_model/sim_data/RGB\right_00233.png,driving_model/sim_data/masks\00233.png,-0.0003670363512355834
driving_model/sim_data/RGB\left_00234.png,driving_model/sim_data/RGB\center_00234.png,driving_model/sim_data/RGB\right_00234.png,driving_model/sim_data/masks\00234.png,-0.0006948008667677641
driving_model/sim_data/RGB\left_00235.png,driving_model/sim_data/RGB\center_00235.png,driving_model/sim_data/RGB\right_00235.png,driving_model/sim_data/masks\00235.png,0.0002485241857357323
driving_model/sim_data/RGB\left_00236.png,driving_model/sim_data/RGB\center_00236.png,driving_model/sim_data/RGB\right_00236.png,driving_model/sim_data/masks\00236.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_00237.png,driving_model/sim_data/RGB\center_00237.png,driving_model/sim_data/RGB\right_00237.png,driving_model/sim_data/masks\00237.png,0.00017573311924934387
driving_model/sim_data/RGB\left_00238.png,driving_model/sim_data/RGB\center_00238.png,driving_model/sim_data/RGB\right_00238.png,driving_model/sim_data/masks\00238.png,0.0
driving_model/sim_data/RGB\left_00239.png,driving_model/sim_data/RGB\center_00239.png,driving_model/sim_data/RGB\right_00239.png,driving_model/sim_data/masks\00239.png,0.0
driving_model/sim_data/RGB\left_00240.png,driving_model/sim_data/RGB\center_00240.png,driving_model/sim_data/RGB\right_00240.png,driving_model/sim_data/masks\00240.png,0.0
driving_model/sim_data/RGB\left_00241.png,driving_model/sim_data/RGB\center_00241.png,driving_model/sim_data/RGB\right_00241.png,driving_model/sim_data/masks\00241.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_00242.png,driving_model/sim_data/RGB\center_00242.png,driving_model/sim_data/RGB\right_00242.png,driving_model/sim_data/masks\00242.png,-0.00043982735951431096
